word	lemma	pos	wordfreq	lemfreq
perfect	perfect	j	105560	105560
method	method	n	54899	105544
methods	method	n	50645	105544
region	region	n	80099	105382
regions	region	n	25283	105382
since	since	i	105367	105367
impact	impact	n	92974	105330
impacts	impact	n	12356	105330
indicated	indicate	v	36021	105304
indicate	indicate	v	33610	105304
indicates	indicate	v	22123	105304
indicating	indicate	v	13550	105304
safe	safe	j	94524	105273
safer	safe	j	7661	105273
safest	safe	j	3088	105273
committee	committee	n	94974	105133
committees	committee	n	10159	105133
supposed	supposed	j	105037	105037
dream	dream	n	65189	104797
dreams	dream	n	39608	104797
training	training	n	103961	104563
trainings	training	n	602	104563
shit	shit	n	103861	104498
shits	shit	n	637	104498
central	central	j	104403	104403
options	option	n	52364	104245
option	option	n	51881	104245
eight	eight	m	103554	104060
eights	eight	m	506	104060
particularly	particularly	r	104018	104018
completely	completely	r	103941	103941
opinion	opinion	n	76377	103920
opinions	opinion	n	27543	103920
main	main	j	103803	103803
ten	ten	m	99389	103677
tens	ten	m	4288	103677
interview	interview	n	73533	103566
interviews	interview	n	30033	103566
exist	exist	v	53553	103550
exists	exist	v	29647	103550
existed	exist	v	19215	103550
existing	exist	v	1135	103550
remove	remove	v	44953	103480
removed	remove	v	41493	103480
removing	remove	v	12655	103480
removes	remove	v	4379	103480
dark	dark	j	92037	103384
darker	dark	j	7997	103384
darkest	dark	j	3350	103384
play	play	n	85611	103352
plays	play	n	17741	103352
union	union	n	83291	102805
unions	union	n	19514	102805
professor	professor	n	84689	102741
professors	professor	n	12290	102741
prof	professor	n	5518	102741
profs	professor	n	244	102741
pressure	pressure	n	90672	102669
pressures	pressure	n	11997	102669
purpose	purpose	n	70805	102642
purposes	purpose	n	31837	102642
stage	stage	n	84014	102611
stages	stage	n	18597	102611
blue	blue	j	102172	102172
herself	herself	p	102117	102154
her-self	herself	p	37	102154
sun	sun	n	98596	102043
suns	sun	n	3447	102043
pain	pain	n	95733	101918
pains	pain	n	6185	101918
artist	artist	n	55386	101861
artists	artist	n	46475	101861
employees	employee	n	71520	101818
employee	employee	n	30238	101818
employes	employee	n	60	101818
avoid	avoid	v	73461	101794
avoided	avoid	v	12774	101794
avoiding	avoid	v	12373	101794
avoids	avoid	v	3186	101794
account	account	n	68693	101683
accounts	account	n	32990	101683
released	release	v	63721	101668
release	release	v	24545	101668
releasing	release	v	8550	101668
releases	release	v	4852	101668
funds	fund	n	54020	101503
fund	fund	n	47483	101503
environment	environment	n	88256	101479
environments	environment	n	13223	101479
treated	treat	v	43575	101438
treat	treat	v	36383	101438
treating	treat	v	15634	101438
treats	treat	v	5846	101438
specific	specific	j	101222	101222
version	version	n	81862	101091
versions	version	n	19229	101091
shot	shot	n	66856	101016
shots	shot	n	34160	101016
hate	hate	v	67811	100757
hated	hate	v	19582	100757
hates	hate	v	10009	100757
hating	hate	v	3355	100757
reality	reality	n	91407	100700
realities	reality	n	9293	100700
visit	visit	v	53734	100463
visited	visit	v	27500	100463
visiting	visit	v	15734	100463
visits	visit	v	3495	100463
club	club	n	82082	100411
clubs	club	n	18329	100411
justice	justice	n	91875	100360
justices	justice	n	8485	100360
river	river	n	89082	100270
rivers	river	n	11188	100270
brain	brain	n	85116	100235
brains	brain	n	15119	100235
memory	memory	n	67097	100235
memories	memory	n	33138	100235
rock	rock	n	76173	100028
rocks	rock	n	23855	100028
talk	talk	n	70016	99986
talks	talk	n	29970	99986
camera	camera	n	74259	99855
cameras	camera	n	25596	99855
global	global	j	99848	99848
various	various	j	99838	99838
arrived	arrive	v	56458	99819
arrive	arrive	v	22602	99819
arriving	arrive	v	10658	99819
arrives	arrive	v	10101	99819
noticed	notice	v	49446	99709
notice	notice	v	39676	99709
noticing	notice	v	5847	99709
notices	notice	v	4740	99709
bit	bit	r	99520	99520
details	detail	n	66483	99477
detail	detail	n	32994	99477
challenge	challenge	n	59330	99455
challenges	challenge	n	40125	99455
argument	argument	n	69218	99403
arguments	argument	n	30185	99403
lot	lot	r	99278	99278
nobody	nobody	p	99029	99029
weapons	weapon	n	66585	98828
weapon	weapon	n	32243	98828
best	best	r	98807	98807
station	station	n	73991	98720
stations	station	n	24729	98720
island	island	n	79458	98596
islands	island	n	19138	98596
absolutely	absolutely	r	98574	98574
instead	instead	r	98540	98540
discussion	discussion	n	75610	98359
discussions	discussion	n	22749	98359
instead	instead	i	98231	98231
affect	affect	v	40435	98073
affected	affect	v	31319	98073
affects	affect	v	15038	98073
affecting	affect	v	11281	98073
designed	design	v	77574	97967
design	design	v	11734	97967
designing	design	v	8659	97967
little	little	d	97858	97858
anyway	anyway	r	97795	97831
any-way	anyway	r	36	97831
respond	respond	v	46724	97750
responded	respond	v	28027	97750
responding	respond	v	16133	97750
responds	respond	v	6866	97750
control	control	v	52660	97504
controlled	control	v	21832	97504
controlling	control	v	12889	97504
controls	control	v	10077	97504
controling	control	v	46	97504
trouble	trouble	n	88506	97439
troubles	trouble	n	8919	97439
trou-ble	trouble	n	14	97439
conversation	conversation	n	74009	97193
conversations	conversation	n	23184	97193
managed	manage	v	45862	97135
manage	manage	v	33466	97135
managing	manage	v	9365	97135
manages	manage	v	8442	97135
close	close	r	52357	97117
closer	close	r	40152	97117
closest	close	r	4608	97117
date	date	n	82542	97094
dates	date	n	14552	97094
public	public	n	96317	97031
publics	public	n	714	97031
army	army	n	90828	97025
armies	army	n	6197	97025
top	top	j	96997	96997
posted	post	v	81141	96926
posting	post	v	11021	96926
post	post	v	3897	96926
posts	post	v	867	96926
charges	charge	n	50769	96872
charge	charge	n	46100	96872
seat	seat	n	67583	96853
seats	seat	n	29270	96853
assume	assume	v	44204	96840
assumed	assume	v	24455	96840
assuming	assume	v	20472	96840
assumes	assume	v	7709	96840
writer	writer	n	57986	96279
writers	writer	n	38293	96279
perform	perform	v	38066	96202
performed	perform	v	36235	96202
performing	perform	v	16000	96202
performs	perform	v	5901	96202
credit	credit	n	86553	95981
credits	credit	n	9428	95981
green	green	j	93897	95937
greener	green	j	1698	95937
greenest	green	j	338	95937
marriage	marriage	n	86720	95885
marriages	marriage	n	9165	95885
operation	operation	n	49263	95878
operations	operation	n	46615	95878
indeed	indeed	r	95860	95860
sleep	sleep	v	51916	95600
sleeping	sleep	v	20354	95600
slept	sleep	v	19022	95600
sleeps	sleep	v	4308	95600
necessary	necessary	j	95580	95580
revealed	reveal	v	40013	95401
reveal	reveal	v	28094	95401
reveals	reveal	v	17618	95401
revealing	reveal	v	9676	95401
agent	agent	n	56247	95371
agents	agent	n	39124	95371
access	access	n	95369	95371
bar	bar	n	71719	95305
bars	bar	n	23586	95305
debate	debate	n	78786	95244
debates	debate	n	16456	95244
legs	leg	n	54907	95185
leg	leg	n	40248	95185
legging	leg	n	30	95185
contains	contain	v	28577	95143
contain	contain	v	27545	95143
contained	contain	v	22176	95143
containing	contain	v	16845	95143
beat	beat	v	61575	94941
beating	beat	v	15489	94941
beaten	beat	v	11500	94941
beats	beat	v	6377	94941
cool	cool	j	87469	94920
cooler	cool	j	4694	94920
coolest	cool	j	2757	94920
democratic	Democratic	j	94862	94862
cold	cold	j	89930	94856
colder	cold	j	3652	94856
coldest	cold	j	1274	94856
glass	glass	n	71327	94803
glasses	glass	n	23475	94803
improve	improve	v	58375	94764
improved	improve	v	18432	94764
improving	improve	v	12803	94764
improves	improve	v	5154	94764
adults	adult	n	50837	94547
adult	adult	n	43710	94547
trade	trade	n	87705	94509
trades	trade	n	6804	94509
religious	religious	j	94485	94485
headed	head	v	38167	94408
heading	head	v	24907	94408
head	head	v	23602	94408
heads	head	v	7732	94408
review	review	n	73541	94364
reviews	review	n	20823	94364
kind	kind	r	94334	94334
address	address	v	44729	94155
addressed	address	v	25531	94155
addressing	address	v	15675	94155
addresses	address	v	8220	94155
association	association	n	81087	94100
associations	association	n	13013	94100
measures	measure	n	50892	93952
measure	measure	n	43057	93952
stock	stock	n	69558	93809
stocks	stock	n	24251	93809
gas	gas	n	86742	93763
gases	gas	n	6602	93763
gasses	gas	n	385	93763
gass	gas	n	34	93763
deep	deep	j	73000	93753
deeper	deep	j	14671	93753
deepest	deep	j	6082	93753
lawyer	lawyer	n	53381	93526
lawyers	lawyer	n	40145	93526
production	production	n	87320	93507
productions	production	n	6187	93507
related	relate	v	59387	93433
relate	relate	v	16429	93433
relating	relate	v	9832	93433
relates	relate	v	7785	93433
middle	middle	j	93428	93428
management	management	n	93071	93289
managements	management	n	218	93289
original	original	j	93230	93230
victims	victim	n	50052	93207
victim	victim	n	43155	93207
cancer	cancer	n	87966	93157
cancers	cancer	n	5191	93157
speech	speech	n	82153	92837
speeches	speech	n	10684	92837
particular	particular	j	92775	92775
trial	trial	n	72666	92762
trials	trial	n	20096	92762
none	none	p	92729	92729
items	item	n	64999	92545
item	item	n	27546	92545
weight	weight	n	85932	92516
weights	weight	n	6584	92516
tomorrow	tomorrow	r	92235	92490
to-morrow	tomorrow	r	255	92490
step	step	v	40238	92268
stepped	step	v	33816	92268
stepping	step	v	11868	92268
steps	step	v	6346	92268
positive	positive	j	92223	92223
form	form	v	39893	92198
formed	form	v	32773	92198
forming	form	v	11248	92198
forms	form	v	8284	92198
citizens	citizen	n	64526	92182
citizen	citizen	n	27656	92182
studied	study	v	32189	92101
study	study	v	30021	92101
studying	study	v	27015	92101
studies	study	v	2876	92101
trip	trip	n	75805	91830
trips	trip	n	16025	91830
established	establish	v	45188	91776
establish	establish	v	29983	91776
establishing	establish	v	13197	91776
establishes	establish	v	3408	91776
executive	executive	n	70160	91696
executives	executive	n	21536	91696
politics	politics	n	91621	91621
stuck	stick	v	40482	91597
stick	stick	v	33957	91597
sticking	stick	v	11150	91597
sticks	stick	v	6002	91597
sticked	stick	v	6	91597
customers	customer	n	58010	91563
customer	customer	n	33553	91563
manager	manager	n	66289	91527
managers	manager	n	25238	91527
rather	rather	i	91475	91475
published	publish	v	69676	91441
publish	publish	v	11956	91441
publishing	publish	v	7043	91441
publishes	publish	v	2766	91441
popular	popular	j	91435	91435
singing	sing	v	34943	91395
sing	sing	v	33504	91395
sang	sing	v	12166	91395
sings	sing	v	6669	91395
sung	sing	v	4113	91395
ahead	ahead	r	91325	91325
conference	conference	n	81026	91185
conferences	conference	n	10159	91185
total	total	j	91071	91071
discovered	discover	v	54461	90959
discover	discover	v	25392	90959
discovering	discover	v	7282	90959
discovers	discover	v	3824	90959
fast	fast	r	61523	90956
faster	fast	r	28418	90956
fastest	fast	r	1015	90956
base	base	n	78001	90915
bases	base	n	12914	90915
direction	direction	n	68147	90826
directions	direction	n	22670	90826
direc-tion	direction	n	9	90826
sunday	sunday	n	90771	90771
maintain	maintain	v	45615	90737
maintained	maintain	v	18227	90737
maintaining	maintain	v	17625	90737
maintains	maintain	v	9270	90737
past	past	n	89859	90674
pasts	past	n	812	90674
majority	majority	n	88380	90548
majorities	majority	n	2168	90548
peace	peace	n	90493	90518
peaces	peace	n	25	90518
dinner	dinner	n	85005	90516
dinners	dinner	n	5502	90516
din-ner	dinner	n	9	90516
partner	partner	n	54879	90455
partners	partner	n	35466	90455
pardner	partner	n	101	90455
pardners	partner	n	9	90455
users	user	n	54456	90342
user	user	n	35886	90342
above	above	i	90318	90318
fly	fly	v	36380	90236
flying	fly	v	22791	90236
flew	fly	v	18821	90236
flies	fly	v	6172	90236
flown	fly	v	6072	90236
bag	bag	n	62120	90234
bags	bag	n	28112	90234
therefore	therefore	r	89981	89981
rich	rich	j	78022	89706
richer	rich	j	6334	89706
richest	rich	j	5350	89706
individual	individual	j	89686	89686
tough	tough	j	74496	89612
tougher	tough	j	9356	89612
toughest	tough	j	5760	89612
owner	owner	n	48968	89612
owners	owner	n	40644	89612
shall	shall	v	87480	89582
shalt	shall	v	2102	89582
inside	inside	i	89493	89494
voters	voter	n	70574	89245
voter	voter	n	18671	89245
tools	tool	n	49284	89236
tool	tool	n	39952	89236
june	june	n	89233	89233
further	far	j	51866	89074
far	far	j	31793	89074
farther	far	j	3295	89074
farthest	far	j	1328	89074
furthest	far	j	792	89074
may	NULL	n	88994	88994
mountain	mountain	n	58005	88984
mountains	mountain	n	30979	88984
range	range	n	84554	88892
ranges	range	n	4338	88892
coach	coach	n	63812	88826
coaches	coach	n	25014	88826
fear	fear	n	71112	88724
fears	fear	n	17612	88724
friday	NULL	n	88632	88632
attorney	attorney	n	72293	88616
attorneys	attorney	n	16323	88616
unless	unless	c	88605	88605
nor	nor	c	88431	88431
experts	expert	n	51473	88134
expert	expert	n	36661	88134
structure	structure	n	62590	88114
structures	structure	n	25524	88114
budget	budget	n	79551	88084
budgets	budget	n	8533	88084
insurance	insurance	n	87893	88036
insurances	insurance	n	143	88036
text	text	n	68378	87811
texts	text	n	19433	87811
freedom	freedom	n	81708	87806
freedoms	freedom	n	6098	87806
crazy	crazy	j	85903	87804
craziest	crazy	j	1056	87804
crazier	crazy	j	845	87804
readers	reader	n	50627	87422
reader	reader	n	36795	87422
style	style	n	71929	87244
styles	style	n	15315	87244
through	through	r	87238	87238
march	march	n	85654	87215
marches	march	n	1555	87215
marching	march	n	6	87215
machine	machine	n	59607	87156
machines	machine	n	27542	87156
ma-chine	machine	n	7	87156
november	november	n	87108	87108
generation	generation	n	61685	87071
generations	generation	n	25386	87071
income	income	n	79314	86902
incomes	income	n	7588	86902
born	born	v	86799	86829
borned	born	v	30	86829
admit	admit	v	42323	86631
admitted	admit	v	26298	86631
admits	admit	v	12918	86631
admitting	admit	v	5072	86631
admited	admit	v	20	86631
hello	hello	u	86614	86614
onto	onto	i	86605	86605
sea	sea	n	79613	86544
seas	sea	n	6931	86544
okay	okay	j	86529	86529
mouth	mouth	n	79265	86406
mouths	mouth	n	7141	86406
throughout	throughout	i	86381	86381
own	own	v	31585	86371
owned	own	v	31446	86371
owns	own	v	17906	86371
owning	own	v	5434	86371
test	test	v	34122	86155
tested	test	v	31282	86155
testing	test	v	18245	86155
tests	test	v	2506	86155
web	web	n	84548	85868
webs	web	n	1320	85868
shook	shake	v	34096	85841
shake	shake	v	20113	85841
shaking	shake	v	18016	85841
shakes	shake	v	8280	85841
shaken	shake	v	5319	85841
shaked	shake	v	17	85841
threat	threat	n	60969	85754
threats	threat	n	24785	85754
solution	solution	n	56878	85661
solutions	solution	n	28783	85661
shut	shut	v	77274	85625
shutting	shut	v	5436	85625
shuts	shut	v	2915	85625
down	down	i	85515	85515
travel	travel	v	35205	85441
traveling	travel	v	21801	85441
traveled	travel	v	18290	85441
travels	travel	v	5928	85441
travelling	travel	v	2335	85441
travelled	travel	v	1882	85441
scientists	scientist	n	63536	85428
scientist	scientist	n	21892	85428
hide	hide	v	33739	85395
hiding	hide	v	21534	85395
hidden	hide	v	19101	85395
hid	hide	v	8089	85395
hides	hide	v	2932	85395
obviously	obviously	r	85364	85364
referred	refer	v	26976	85212
referring	refer	v	21179	85212
refer	refer	v	20304	85212
refers	refer	v	16501	85212
refering	refer	v	193	85212
refered	refer	v	59	85212
alone	alone	r	85036	85036
drink	drink	v	39924	84895
drinking	drink	v	26733	84895
drank	drink	v	12103	84895
drunk	drink	v	3734	84895
drinks	drink	v	2401	84895
investigation	investigation	n	70180	84783
investigations	investigation	n	14603	84783
senator	senator	n	68476	84544
senators	senator	n	16068	84544
unit	unit	n	51327	84518
units	unit	n	33191	84518
photograph	photograph	n	57461	84476
photographs	photograph	n	27015	84476
july	NULL	n	84439	84439
television	television	n	82625	84433
televisions	television	n	1808	84433
key	key	j	84228	84228
sexual	sexual	j	84220	84220
radio	radio	n	81302	84218
radios	radio	n	2916	84218
prevent	prevent	v	55077	84179
preventing	prevent	v	11664	84179
prevented	prevent	v	10736	84179
prevents	prevent	v	6702	84179
once	once	c	84165	84165
modern	modern	j	83945	83945
senate	Senate	n	83832	83931
senates	Senate	n	99	83931
violence	violence	n	83852	83882
violences	violence	n	30	83882
touch	touch	v	37586	83871
touched	touch	v	28496	83871
touching	touch	v	11269	83871
touches	touch	v	6520	83871
features	feature	n	51196	83853
feature	feature	n	32657	83853
audience	audience	n	69309	83493
audiences	audience	n	14184	83493
evening	evening	n	77826	83312
evenings	evening	n	5480	83312
eve-ning	evening	n	6	83312
whom	whom	p	83267	83267
front	front	i	83180	83180
hall	hall	n	75798	82960
halls	hall	n	7162	82960
task	task	n	59630	82839
tasks	task	n	23209	82839
scores	score	n	46499	82738
score	score	n	36239	82738
skin	skin	n	78584	82598
skins	skin	n	4014	82598
suffered	suffer	v	30752	82579
suffer	suffer	v	27525	82579
suffering	suffer	v	18367	82579
suffers	suffer	v	5929	82579
sufferred	suffer	v	6	82579
wide	wide	j	65714	82565
wider	wide	j	15651	82565
widest	wide	j	1200	82565
spring	spring	n	68247	82557
springs	spring	n	14310	82557
experience	experience	v	34418	82550
experienced	experience	v	33314	82550
experiencing	experience	v	13760	82550
experiences	experience	v	1058	82550
civil	civil	j	82544	82544
safety	safety	n	81823	82535
safeties	safety	n	712	82535
weekend	weekend	n	71544	82429
weekends	weekend	n	10742	82429
week-end	weekend	n	118	82429
week-ends	weekend	n	25	82429
while	while	n	82163	82196
whiles	while	n	33	82196
worth	worth	i	82178	82178
title	title	n	64810	82165
titles	title	n	17355	82165
heat	heat	n	80495	82112
heats	heat	n	1617	82112
normal	normal	j	82076	82076
hope	hope	n	61403	81896
hopes	hope	n	20493	81896
yards	yard	n	52098	81852
yard	yard	n	29754	81852
fingers	finger	n	48092	81817
finger	finger	n	33725	81817
tend	tend	v	52004	81665
tends	tend	v	15234	81665
tended	tend	v	11553	81665
tending	tend	v	2874	81665
mission	mission	n	68986	81524
missions	mission	n	12538	81524
eventually	eventually	r	81481	81481
participants	participant	n	68221	81371
participant	participant	n	13150	81371
hotel	hotel	n	68664	81364
hotels	hotel	n	12700	81364
judge	judge	n	57948	81312
judges	judge	n	23364	81312
pattern	pattern	n	42139	81097
patterns	pattern	n	38958	81097
break	break	n	72670	81057
breaks	break	n	8331	81057
breaking	break	n	56	81057
institutions	institution	n	50334	80998
institution	institution	n	30664	80998
faith	faith	n	78563	80912
faiths	faith	n	2349	80912
professional	professional	j	80903	80903
reflect	reflect	v	33820	80851
reflected	reflect	v	19195	80851
reflects	reflect	v	17598	80851
reflecting	reflect	v	10238	80851
folks	folk	n	65773	80843
folk	folk	n	15070	80843
surface	surface	n	72230	80819
surfaces	surface	n	8589	80819
fall	fall	n	66697	80585
falls	fall	n	13888	80585
clients	client	n	41781	80584
client	client	n	38803	80584
edge	edge	n	65269	80577
edges	edge	n	15308	80577
traditional	traditional	j	80470	80470
council	council	n	76834	80469
councils	council	n	3635	80469
device	device	n	43627	80398
devices	device	n	36771	80398
firm	firm	n	51709	80364
firms	firm	n	28655	80364
environmental	environmental	j	80328	80328
responsibility	responsibility	n	64092	80294
responsibilities	responsibility	n	16202	80294
chair	chair	n	61895	80186
chairs	chair	n	18291	80186
internet	internet	n	79842	80144
internets	internet	n	302	80144
october	october	n	80099	80099
by	by	r	80074	80074
funny	funny	j	76067	79978
funniest	funny	j	2487	79978
funnier	funny	j	1424	79978
immediately	immediately	r	79856	79856
investment	investment	n	60649	79833
investments	investment	n	19184	79833
ship	ship	n	58095	79715
ships	ship	n	21620	79715
effective	effective	j	79635	79635
previous	previous	j	79535	79535
content	content	n	66592	79496
contents	content	n	12904	79496
consumer	consumer	n	40480	79489
consumers	consumer	n	39009	79489
elements	element	n	48021	79440
element	element	n	31419	79440
nuclear	nuclear	j	79435	79435
spirit	spirit	n	64629	79123
spirits	spirit	n	14494	79123
directly	directly	r	79121	79121
afraid	afraid	j	78979	78979
defined	define	v	37413	78953
define	define	v	24869	78953
defining	define	v	8454	78953
defines	define	v	8217	78953
handle	handle	v	47474	78899
handled	handle	v	16072	78899
handling	handle	v	10681	78899
handles	handle	v	4672	78899
track	track	n	56736	78828
tracks	track	n	22092	78828
run	run	n	63047	78645
runs	run	n	15598	78645
wind	wind	n	64691	78623
winds	wind	n	13932	78623
lack	lack	n	78587	78587
cost	cost	v	49521	78520
costs	cost	v	24411	78520
costing	cost	v	4506	78520
costed	cost	v	82	78520
announced	announce	v	55449	78426
announce	announce	v	11145	78426
announcing	announce	v	7528	78426
announces	announce	v	4304	78426
journal	journal	n	67519	78364
journals	journal	n	10844	78364
heavy	heavy	j	69874	78327
heavier	heavy	j	6623	78327
heaviest	heavy	j	1830	78327
ice	ice	n	77957	78316
ices	ice	n	359	78316
collection	collection	n	66431	78281
collections	collection	n	11850	78281
fed	feed	v	32758	78280
feed	feed	v	26719	78280
feeding	feed	v	14105	78280
feeds	feed	v	4694	78280
soldiers	soldier	n	53398	78276
soldier	soldier	n	24663	78276
solider	soldier	n	166	78276
soliders	soldier	n	49	78276
just	just	j	78194	78214
juster	just	j	20	78214
governor	governor	n	69777	78194
governors	governor	n	8417	78194
fish	fish	n	75137	78114
fishes	fish	n	2977	78114
shoulder	shoulder	n	46574	78062
shoulders	shoulder	n	31488	78062
cultural	cultural	j	78023	78023
successful	successful	j	77999	77999
fair	fair	j	76182	77775
fairer	fair	j	1087	77775
fairest	fair	j	506	77775
trust	trust	v	62598	77728
trusted	trust	v	10119	77728
trusting	trust	v	3296	77728
trusts	trust	v	1715	77728
suddenly	suddenly	r	77721	77721
future	future	j	77663	77663
interested	interested	j	77632	77632
deliver	deliver	v	30458	77338
delivered	deliver	v	29211	77338
delivering	deliver	v	10547	77338
delivers	deliver	v	7122	77338
saturday	NULL	n	77290	77290
editor	editor	n	62926	77280
editors	editor	n	14354	77280
fresh	fresh	j	75597	77195
fresher	fresh	j	935	77195
freshest	fresh	j	663	77195
anybody	anybody	p	77150	77150
destroy	destroy	v	31843	77088
destroyed	destroy	v	31131	77088
destroying	destroy	v	10794	77088
destroys	destroy	v	3320	77088
claim	claim	n	38816	77050
claims	claim	n	38234	77050
critical	critical	j	77026	77026
agreement	agreement	n	63444	76793
agreements	agreement	n	13349	76793
powerful	powerful	j	76773	76773
researchers	researcher	n	62796	76737
researcher	researcher	n	13941	76737
concept	concept	n	54120	76679
concepts	concept	n	22559	76679
willing	willing	j	76629	76629
band	band	n	63053	76423
bands	band	n	13370	76423
married	marry	v	42609	76412
marry	marry	v	26723	76412
marrying	marry	v	5575	76412
marries	marry	v	1505	76412
promised	promise	v	34009	76397
promise	promise	v	32194	76397
promises	promise	v	8027	76397
promising	promise	v	2167	76397
easily	easily	r	76348	76348
restaurant	restaurant	n	52300	76197
restaurants	restaurant	n	23897	76197
league	league	n	69493	76178
leagues	league	n	6685	76178
senior	senior	j	76109	76109
capital	capital	n	72947	76018
capitals	capital	n	3071	76018
anymore	anymore	r	75907	75907
april	april	n	75906	75906
potential	potential	j	75838	75838
etc	etc	r	75726	75726
quick	quick	j	71220	75637
quicker	quick	j	2789	75637
quickest	quick	j	1628	75637
magazine	magazine	n	59372	75615
magazines	magazine	n	16243	75615
status	status	n	75122	75577
statuses	status	n	455	75577
attend	attend	v	30717	75448
attended	attend	v	25281	75448
attending	attend	v	16678	75448
attends	attend	v	2772	75448
replace	replace	v	32219	75439
replaced	replace	v	29099	75439
replacing	replace	v	10856	75439
replaces	replace	v	3251	75439
re-placed	replace	v	6	75439
re-place	replace	v	5	75439
due	due	i	75368	75368
hill	hill	n	48191	75365
hills	hill	n	27174	75365
kitchen	kitchen	n	71771	75167
kitchens	kitchen	n	3396	75167
achieve	achieve	v	38761	74946
achieved	achieve	v	23277	74946
achieving	achieve	v	10871	74946
achieves	achieve	v	1934	74946
acheive	achieve	v	103	74946
screen	screen	n	64547	74705
screens	screen	n	10158	74705
generally	generally	r	74681	74681
mistake	mistake	n	48636	74643
mistakes	mistake	n	26007	74643
along	along	r	74461	74461
struck	strike	v	35692	74378
strike	strike	v	19234	74378
strikes	strike	v	10761	74378
striking	strike	v	8691	74378
battle	battle	n	61846	74296
battles	battle	n	12450	74296
spot	spot	n	54444	74296
spots	spot	n	19852	74296
basic	basic	j	74208	74208
very	very	j	74129	74143
veriest	very	j	14	74143
corner	corner	n	60881	74047
corners	corner	n	13166	74047
target	target	n	52327	73925
targets	target	n	21598	73925
driver	driver	n	50820	73902
drivers	driver	n	23082	73902
beginning	beginning	n	69235	73853
beginnings	beginning	n	4618	73853
religion	religion	n	63789	73744
religions	religion	n	9955	73744
crisis	crisis	n	67228	73691
crises	crisis	n	6463	73691
count	count	v	34984	73650
counted	count	v	15406	73650
counting	count	v	14006	73650
counts	count	v	9254	73650
museum	museum	n	64032	73559
museums	museum	n	9527	73559
engage	engage	v	30877	73493
engaged	engage	v	28124	73493
engaging	engage	v	11678	73493
engages	engage	v	2814	73493
communication	communication	n	44924	73413
communications	communication	n	28489	73413
murder	murder	n	62775	73388
murders	murder	n	10607	73388
mur-der	murder	n	6	73388
blow	blow	v	24298	73361
blew	blow	v	18149	73361
blowing	blow	v	13003	73361
blown	blow	v	11823	73361
blows	blow	v	5962	73361
blowed	blow	v	126	73361
objects	object	n	37846	73304
object	object	n	35458	73304
expressed	express	v	33771	73274
express	express	v	25211	73274
expressing	express	v	9847	73274
expresses	express	v	4445	73274
huh	huh	u	73257	73257
encourage	encourage	v	34658	73251
encouraged	encourage	v	24739	73251
encourages	encourage	v	9046	73251
encouraging	encourage	v	4807	73251
matter	matter	v	55639	73171
matters	matter	v	11242	73171
mattered	matter	v	6147	73171
mattering	matter	v	143	73171
blog	blog	n	60180	73163
blogs	blog	n	12982	73163
smiled	smile	v	33853	73137
smiling	smile	v	16530	73137
smile	smile	v	13657	73137
smiles	smile	v	9097	73137
return	return	n	56245	73109
returns	return	n	16864	73109
belief	belief	n	40163	73067
beliefs	belief	n	32904	73067
block	block	n	48655	73065
blocks	block	n	24410	73065
debt	debt	n	65451	73015
debts	debt	n	7564	73015
fired	fire	v	41446	72911
fire	fire	v	19676	72911
firing	fire	v	9447	72911
fires	fire	v	2342	72911
labor	labor	n	67299	72759
labour	labor	n	3824	72759
labors	labor	n	1355	72759
labours	labor	n	281	72759
understanding	understanding	n	69693	72651
understandings	understanding	n	2944	72651
under-standing	understanding	n	14	72651
neighborhood	neighborhood	n	55129	72625
neighborhoods	neighborhood	n	17476	72625
neighbor-hood	neighborhood	n	20	72625
contract	contract	n	52492	72568
contracts	contract	n	20076	72568
middle	middle	n	72406	72563
middles	middle	n	157	72563
species	species	n	72542	72542
additional	additional	j	72539	72539
sample	sample	n	46284	72489
samples	sample	n	26205	72489
involved	involved	j	72455	72455
inside	inside	r	72435	72435
mostly	mostly	r	72378	72378
path	path	n	60385	72335
paths	path	n	11950	72335
concerned	concerned	j	72309	72309
apple	apple	n	61047	72273
apples	apple	n	11226	72273
conducted	conduct	v	41513	72181
conduct	conduct	v	17273	72181
conducting	conduct	v	10930	72181
conducts	conduct	v	2465	72181
god	god	n	54734	72022
gods	god	n	17288	72022
wonderful	wonderful	j	71940	71940
library	library	n	58824	71921
libraries	library	n	13097	71921
prison	prison	n	64578	71871
prisons	prison	n	7293	71871
hole	hole	n	48154	71837
holes	hole	n	23683	71837
attempt	attempt	n	45347	71833
attempts	attempt	n	26486	71833
completed	complete	v	35289	71752
complete	complete	v	25853	71752
completing	complete	v	8547	71752
completes	complete	v	2063	71752
code	code	n	59097	71659
codes	code	n	12562	71659
sales	sales	n	71601	71601
gift	gift	n	49619	71372
gifts	gift	n	21747	71372
gifting	gift	n	6	71372
refused	refuse	v	34358	71277
refuse	refuse	v	18506	71277
refusing	refuse	v	9659	71277
refuses	refuse	v	8754	71277
increase	increase	n	54034	71248
increases	increase	n	17214	71248
garden	garden	n	55764	71243
gardens	garden	n	15479	71243
introduced	introduce	v	37827	71221
introduce	introduce	v	19908	71221
introducing	introduce	v	8798	71221
introduces	introduce	v	4688	71221
roll	roll	v	27431	71123
rolled	roll	v	23507	71123
rolling	roll	v	15701	71123
rolls	roll	v	4484	71123
christian	Christian	j	71055	71055
